"ias","iats","lpa_profile","CPROB1","CPROB2","CPROB3","kmeans_cluster"
76,52,2,0.0330525735340065,0.953495889338976,0.0134515371270175,1
72,74,3,6.41696846687255e-06,0.116263620741845,0.883729962289688,1
79,43,2,0.342915321406715,0.656320827433174,0.000763851160111299,2
60,64,2,0.000393702539399898,0.83447640619134,0.16512989126926,3
70,63,2,0.000874052692407405,0.792607200372734,0.206518746934859,1
70,77,3,1.20709455104895e-06,0.0571722093279758,0.942826583577473,1
61,66,2,0.000205733817063639,0.725049200769451,0.274745065413486,3
73,65,2,0.000476120104082299,0.640987467457761,0.358536412438156,1
74,65,2,0.000493452229717679,0.627735182365849,0.371771365404434,1
82,47,2,0.166044769087578,0.830203820323736,0.00375141058868616,2
48,35,2,0.463844433058305,0.536145646127794,9.92081390143896e-06,3
65,59,2,0.00242105344801286,0.941234573495983,0.056344373056004,3
98,38,1,0.862840929644762,0.13705168667243,0.000107383682807869,2
78,45,2,0.218762153418688,0.779687843231656,0.00155000334965661,2
86,48,2,0.158027291529818,0.835591041753823,0.00638166671635885,2
70,30,1,0.925125032499742,0.0748738603583086,1.10714194958166e-06,3
82,26,1,0.986927348630744,0.0130725340547844,1.17314471932858e-07,2
75,31,1,0.9251719819538,0.0748260380149736,1.98003122643041e-06,2
63,60,2,0.00161278072498534,0.931495911466793,0.0668913078082219,3
77,28,1,0.969989524791694,0.030010109179086,3.66029220015109e-07,2
77,39,1,0.590833355050383,0.409036821429292,0.000129823520324329,2
74,67,3,0.000215652238324605,0.482728496553612,0.517055851208064,1
66,63,2,0.000727670671675366,0.827678980743462,0.171593348584862,3
72,57,2,0.00637130223865341,0.946874542011299,0.0467541557500481,3
74,30,1,0.939385692455904,0.0606131811169621,1.12642713410454e-06,2
66,56,2,0.00615433308872608,0.968604336365427,0.0252413305458475,3
91,53,2,0.055273265022262,0.904299953423186,0.0404267815545516,1
79,45,2,0.228576987114595,0.769802669640395,0.00162034324501072,2
65,52,2,0.0181164254532579,0.974550529493652,0.00733304505309039,3
75,55,2,0.0134104669633481,0.955620655663641,0.0309688773730107,1
67,43,2,0.209238541792045,0.790298123671893,0.000463334536062611,3
72,55,2,0.0113940601504271,0.962332444527727,0.026273495321846,3
79,42,2,0.409149171266853,0.590339938976046,0.000510889757100763,2
76,21,1,0.995489984075172,0.00451000939446641,6.53036120132815e-09,2
62,33,1,0.770878702392297,0.229116080793806,5.2168138977543e-06,3
84,73,3,1.18231895627727e-05,0.0818313687640733,0.918156808046364,1
83,51,2,0.0630628486015179,0.922500635611679,0.0144365157868032,1
77,50,2,0.0601703730577605,0.932131044860886,0.0076985820813532,1
70,43,2,0.238723857171865,0.760746734185066,0.000529408643069274,3
67,56,2,0.00650104238164525,0.966822490361618,0.0266764672567364,3
73,57,2,0.00672166223249762,0.943928836383379,0.0493495013841238,1
80,49,2,0.0915323431185993,0.901893069477101,0.00657458740429994,1
60,53,2,0.0103689374921867,0.982162241162604,0.0074688213452096,3
80,25,1,0.988940339449515,0.0110595947192469,6.58312378548859e-08,2
82,26,1,0.986927348630744,0.0130725340547844,1.17314471932858e-07,2
65,63,2,0.000694239738060893,0.835676496994649,0.16362926326729,3
70,55,2,0.0102150627617371,0.966253294792371,0.0235316424458914,3
60,48,2,0.0414898288010145,0.956856010142525,0.00165416105646024,3
72,42,2,0.317836850091374,0.681767645559682,0.000395504348943674,3
104,24,1,0.997839825759029,0.00216013656329014,3.76776804671657e-08,2
88,29,1,0.978464766774696,0.0215345709706343,6.62254670419226e-07,2
56,29,1,0.881174813321844,0.118824599605832,5.87072324262112e-07,3
60,53,2,0.0103689374921867,0.982162241162604,0.0074688213452096,3
84,35,1,0.869245710936978,0.130735364576496,1.89244865252474e-05,2
71,47,2,0.0966562158217488,0.901171861315743,0.00217192286250797,3
81,64,2,0.000934694525453014,0.602949026231527,0.39611627924302,1
67,60,2,0.00198797234215716,0.91539663167338,0.0826153959844626,3
63,44,2,0.137205159290452,0.862253907711158,0.000540932998390415,3
70,51,2,0.0314686012854504,0.961373536915277,0.00715786179927238,3
62,83,3,3.92453930906865e-08,0.0159330353476388,0.984066925406968,1
58,49,2,0.0283018349365183,0.969687225900714,0.0020109391627678,3
66,30,1,0.907838380402232,0.0921605352836178,1.08431414974625e-06,3
62,47,2,0.0604376253774178,0.938210316527646,0.00135205809493651,3
78,53,2,0.0278592781126883,0.951894640861719,0.0202460810255923,1
105,31,1,0.985429656661285,0.014568202926813,2.14041190192558e-06,2
77,37,1,0.717612256414218,0.282338195650953,4.95479348288294e-05,2
87,54,2,0.0338710482959,0.922022437992709,0.0441065137113908,1
74,59,2,0.00387789828921262,0.905471803689353,0.0906502980214342,1
81,71,3,3.44481015076463e-05,0.160597150383568,0.839368401514924,1
75,43,2,0.293865923872522,0.705480772915184,0.000653303212294469,3
63,48,2,0.0487852314053022,0.949266868248399,0.00194790034629879,3
59,51,2,0.0171837544198925,0.978928756931213,0.00388748864889446,3
86,54,2,0.0321443762107596,0.926018191394511,0.0418374323947298,1
68,70,3,4.78186891014145e-05,0.350980538959429,0.648971642351469,1
70,56,2,0.00765785123694989,0.960872314185756,0.0314698345772944,3
95,35,1,0.925345818684474,0.0746339259349404,2.02553805850919e-05,2
76,44,2,0.249183133067624,0.749828143989684,0.000988722942692012,3
89,33,1,0.939498396058103,0.0604951608357628,6.44310613378524e-06,2
66,50,2,0.0333167543653162,0.962443537750545,0.00423970788413934,3
63,29,1,0.916837382695947,0.0831620043606863,6.12943366414165e-07,3
69,65,2,0.000409633836359897,0.691728226587915,0.307862139575725,1
82,45,2,0.259837328290271,0.738318003441204,0.00184466826852503,2
84,43,2,0.409150907844627,0.589935450836181,0.000913641319191399,2
62,66,2,0.000214260317581562,0.713512974149677,0.286272765532742,3
75,58,2,0.00554203101756927,0.921800625804747,0.0726573431776836,1
83,65,2,0.000657116885089773,0.502063909889281,0.497278973225629,1
71,42,2,0.305690245081885,0.693929552807532,0.000380202110583357,3
88,51,2,0.081635531148436,0.899630129236515,0.0187343396150493,1
81,37,1,0.761186035334604,0.238761304428262,5.2660237134098e-05,2
86,37,1,0.808819402511236,0.191124503810471,5.60936782924755e-05,2
72,52,2,0.0266024840839193,0.962592322672242,0.0108051932438382,3
64,43,2,0.182519300476315,0.817077128879876,0.000403570643808966,3
84,30,1,0.964673458969843,0.0353253785642815,1.16246587492271e-06,2
63,50,2,0.0282759128775542,0.968131166136141,0.00359292098630432,3
79,72,3,1.98603406813805e-05,0.137553413203064,0.862426726456255,1
71,28,1,0.958347847725565,0.04165179170621,3.60568224787508e-07,2
92,49,2,0.164873885932518,0.823213291809105,0.0119128222583767,2
59,47,2,0.0514893554934639,0.947360471423397,0.00115017308313868,3
58,42,2,0.174153001499355,0.825631779321596,0.000215219179048461,3
69,45,2,0.144065799188263,0.854917964541273,0.00101623627046417,3
82,28,1,0.977223183612287,0.0227764467188817,3.69668830923057e-07,2
69,70,3,4.87453142640072e-05,0.338077743352519,0.661873511333217,1
47,34,1,0.520246527671945,0.479747237941316,6.23438673902387e-06,3
54,47,2,0.0392993967110442,0.959824891356556,0.000875711932399434,3
86,58,2,0.00967319949835414,0.86281936873498,0.127507431766666,1
82,41,1,0.521264032335183,0.478370567144012,0.000365400520805414,2
73,56,2,0.00901055952808876,0.953905872661386,0.0370835678105249,1
94,30,1,0.9796398211071,0.0203589925587469,1.18633415366587e-06,2
86,56,2,0.0179104992154533,0.907903770117157,0.0741857306673898,1
80,51,2,0.0538603088723808,0.933828064697781,0.0123116264298383,1
86,61,2,0.00352074223654924,0.733010827895554,0.263468429867896,1
96,23,1,0.997438969330869,0.00256100964002781,2.10291029671777e-08,2
78,67,3,0.000238778874885673,0.426126174944813,0.573635046180301,1
63,51,2,0.0214387520188773,0.973701577013505,0.00485967096761774,3
81,30,1,0.958402111276486,0.0415967355214044,1.15320211001462e-06,2
66,46,2,0.0966886749853971,0.902096416644477,0.00121490837012551,3
90,45,2,0.355470555960195,0.641995873823414,0.00253357021639019,2
82,51,2,0.0598456289555964,0.926461101112695,0.0136932699317083,1
80,42,2,0.422898200857806,0.576573481115738,0.000528318026456324,2
76,53,2,0.0250044829022914,0.956841997210187,0.0181535198875219,1
88,51,2,0.081635531148436,0.899630129236515,0.0187343396150493,1
84,49,2,0.112013825202744,0.87992456376224,0.00806161103501579,1
76,67,3,0.000227288582354293,0.454279624735294,0.545493086682351,1
51,34,1,0.576303438248025,0.423689641975786,6.91977618941403e-06,3
92,30,1,0.97725306964055,0.0227457480817374,1.18227771192577e-06,2
57,60,2,0.00117134828032402,0.950389561835184,0.0484390898844915,3
93,31,1,0.971650681376074,0.0283472205875016,2.09803642479579e-06,2
77,41,2,0.450675948039773,0.549008910586744,0.000315141373483248,2
89,33,1,0.939498396058103,0.0604951608357628,6.44310613378524e-06,2
72,51,2,0.0350808092066029,0.956931824230707,0.00798736656269028,3
85,74,3,6.78981352718545e-06,0.0589047276073926,0.94108848257908,1
73,70,3,5.22592082609426e-05,0.288961428360928,0.710986312430811,1
67,63,2,0.000762356379594228,0.819376359755406,0.179861283864999,3
63,30,1,0.892600364770268,0.107398570691092,1.06453863951732e-06,3
68,65,2,0.000393816579335689,0.703777429610577,0.295828753810087,3
69,44,2,0.182564058592375,0.816714048545954,0.000721892861670974,3
98,65,3,0.000917404752926711,0.299676301923292,0.699406293323781,1
85,50,2,0.0911167473021659,0.897179131113676,0.0117041215841578,1
78,48,2,0.106845614888546,0.888856585631573,0.00429779947988037,1
63,56,2,0.00521826277941344,0.973411222838671,0.0213705143819159,3
78,47,2,0.137099500861696,0.859809143383297,0.00309135575500732,1
73,38,1,0.604320184536768,0.395605526746724,7.4288716508407e-05,3
69,53,2,0.0170609868519359,0.970595220677498,0.0123437924705664,3
79,60,2,0.00362136872171129,0.844990348856643,0.151388282421646,1
81,39,1,0.644264004252235,0.35559415254399,0.000141843203775899,2
70,53,2,0.0180243398983742,0.968928442550345,0.0130472175512804,3
78,41,2,0.46472712126064,0.534947751667316,0.000325127072043387,2
69,40,2,0.408959543169605,0.590880783464604,0.000159673365791212,3
90,48,2,0.190258007421943,0.802043578713668,0.00769841386438916,2
81,44,2,0.305727165202027,0.693056759800645,0.00121607499732731,2
69,33,1,0.833383654295492,0.16661068640369,5.6593008187067e-06,3
77,52,2,0.0348841698934487,0.950911881261893,0.0142039488446587,1
97,59,2,0.0113515203629317,0.720268255109553,0.268380224527515,1
83,30,1,0.962691416867083,0.0373074236271568,1.15950576015857e-06,2
77,67,3,0.00023305662070709,0.440154776678233,0.55961216670106,1
50,67,2,9.01885743206728e-05,0.78621337526122,0.21369643616446,3
77,52,2,0.0348841698934487,0.950911881261893,0.0142039488446587,1
80,44,2,0.293857506759893,0.704974207576295,0.00116828566381201,2
69,45,2,0.144065799188263,0.854917964541273,0.00101623627046417,3
56,36,1,0.506433644433479,0.493546956250683,1.93993158378256e-05,3
96,56,2,0.0294716812466843,0.847852682423059,0.122675636330257,1
78,52,2,0.0368117201647772,0.948192091342441,0.0149961884927821,1
84,42,2,0.478879439215839,0.52052112582032,0.000599434963840418,2
60,40,2,0.293595212426036,0.706290664239115,0.000114123334848755,3
105,63,3,0.00273030050689341,0.34093579722469,0.656333902268417,1
84,51,2,0.0664377259284635,0.918345673645438,0.0152166004260984,1
71,39,1,0.506904319812991,0.492984627278779,0.00011105290823031,3
85,29,1,0.974577191891262,0.0254221494599987,6.58648739511167e-07,2
59,61,2,0.000965401197021298,0.927745645124615,0.0712889536783642,3
82,39,1,0.657132972421232,0.34272227977082,0.000144747807948141,2
79,51,2,0.0510805134700597,0.937249031974614,0.0116704545553267,1
77,61,2,0.00236881554520642,0.821149780951092,0.176481403503701,1
80,23,1,0.993684590846949,0.00631538836767804,2.07853727892657e-08,2
69,39,2,0.47860020774238,0.521295043547764,0.000104748709855828,3
98,80,3,2.21312334630994e-07,0.00500874737761134,0.994991031310054,1
92,32,1,0.960652431105781,0.0393438703449238,3.69854929564614e-06,2
78,51,2,0.0484350134420195,0.940504407351571,0.0110605792064094,1
83,36,1,0.825645070775229,0.174322878548194,3.20506765770934e-05,2
72,48,2,0.0785754620177935,0.918273221962153,0.0031513160200536,3
71,28,1,0.958347847725565,0.04165179170621,3.60568224787508e-07,2
68,60,2,0.00209342386313956,0.910865972678771,0.0870406034580893,3
74,47,2,0.112500540575321,0.884967764131337,0.00253169529334265,3
94,50,2,0.14198869698341,0.839691489901561,0.0183198131150287,1
74,76,3,2.14054842725115e-06,0.0609331009700944,0.939064758481478,1
69,58,2,0.00403668361190655,0.943197721319611,0.0527655950684826,3
80,43,2,0.355774827413699,0.643432285870781,0.000792886715519993,2
82,37,1,0.771328414057749,0.228618197727286,5.3388214964915e-05,2
70,49,2,0.0542494421568986,0.941873087545869,0.00387747029723237,3
68,58,2,0.00382643612875868,0.946180871646159,0.0499926922250829,3
68,23,1,0.987613201189395,0.0123867782740645,2.05365404350624e-08,2
69,22,1,0.991144793812383,0.00885519462875089,1.15588663243649e-08,2
103,59,2,0.0143101167169249,0.646358453011634,0.339331430271441,1
69,64,2,0.000589866060930168,0.75090375777805,0.24850637616102,1
85,32,1,0.942604316327428,0.0573920671094861,3.61656308560211e-06,2
92,46,2,0.317274790074229,0.678687181664003,0.00403802826176781,2
78,66,3,0.000371330123084709,0.499566934606701,0.500061735270214,1
79,89,3,1.2257928532581e-09,0.00103502649742456,0.998964972276783,1
64,41,2,0.282102626100649,0.717701369763766,0.000196004135585158,3
57,51,2,0.0153779175071927,0.981146557152667,0.00347552534014076,3
59,55,2,0.00556548538147401,0.9816830680539,0.0127514465646255,3
87,65,3,0.000730790107839505,0.445145902882297,0.554123307009864,1
88,65,3,0.000748946242487955,0.431080822266684,0.568170231490828,1
79,35,1,0.833564713261624,0.166417183740117,1.81029982583341e-05,2
77,57,2,0.00831154662529218,0.930545809018534,0.0611426443561742,1
76,73,3,1.13324821875349e-05,0.123402375796001,0.876586291721812,1
75,36,1,0.750627167790736,0.249343808326452,2.90238828119194e-05,2
76,61,2,0.00226081248239098,0.829387228348446,0.168351959169162,1
70,52,2,0.0238488065634131,0.966474012677178,0.00967718075940895,3
53,43,2,0.106951765101533,0.892813031314088,0.000235203584379141,3
81,47,2,0.158381540690441,0.838041945612242,0.00357651369731746,2
96,49,2,0.197900459247069,0.787772190488976,0.0143273502639555,2
80,40,1,0.563312602061582,0.436466263494984,0.000221134443433924,2
85,23,1,0.995234914557282,0.00476506457354553,2.08691723870296e-08,2
76,67,3,0.000227288582354293,0.454279624735294,0.545493086682351,1
66,60,2,0.00188735552778328,0.919717295755495,0.0783953487167216,3
62,45,2,0.101737729796688,0.897547086949915,0.000715183253396858,3
78,53,2,0.0278592781126883,0.951894640861719,0.0202460810255923,1
90,41,1,0.63131088263729,0.368244826629549,0.000444290733161086,2
77,33,1,0.887250617325022,0.112743333771036,6.04890394207448e-06,2
70,49,2,0.0542494421568986,0.941873087545869,0.00387747029723237,3
83,49,2,0.106549909927152,0.885785494808046,0.00766459526480236,1
80,51,2,0.0538603088723808,0.933828064697781,0.0123116264298383,1
87,29,1,0.977238243941572,0.0227610949598538,6.61098574064521e-07,2
83,51,2,0.0630628486015179,0.922500635611679,0.0144365157868032,1
90,52,2,0.0691458289416627,0.902518752598423,0.0283354184599141,1
77,48,2,0.101583317327873,0.894332569525297,0.00408411314682959,1
69,45,2,0.144065799188263,0.854917964541273,0.00101623627046417,3
79,24,1,0.991156866376675,0.00884309665635006,3.69669753430164e-08,2
76,53,2,0.0250044829022914,0.956841997210187,0.0181535198875219,1
70,52,2,0.0238488065634131,0.966474012677178,0.00967718075940895,3
78,66,3,0.000371330123084709,0.499566934606701,0.500061735270214,1
73,26,1,0.978421663289555,0.0215782209218406,1.15788603927587e-07,2
55,34,1,0.630462694535292,0.369529720448391,7.58501631757188e-06,3
81,44,2,0.305727165202027,0.693056759800645,0.00121607499732731,2
65,52,2,0.0181164254532579,0.974550529493652,0.00733304505309039,3
63,57,2,0.00391005222336366,0.967524047133196,0.0285659006434403,3
78,41,2,0.46472712126064,0.534947751667316,0.000325127072043387,2
70,48,2,0.0707788283979278,0.926385341296829,0.00283583030524279,3
84,43,2,0.409150907844627,0.589935450836181,0.000913641319191399,2
75,50,2,0.0541191576041879,0.938963314419409,0.00691752797640279,3
58,47,2,0.0487951746114584,0.950115372264571,0.00108945312397074,3
99,42,1,0.68213913419059,0.31700066484253,0.000860200966879645,2
54,46,2,0.0514818101741108,0.947875127806912,0.000643062018976942,3
76,28,1,0.968295909758661,0.0317037250312747,3.65210064572602e-07,2
62,53,2,0.0115879249784676,0.980056975376191,0.00835509964534098,3
76,55,2,0.0141552222791799,0.953139915240684,0.0327048624801365,1
66,34,1,0.760842857724548,0.239147938905364,9.20337008781951e-06,3
73,48,2,0.0827606998172388,0.913918496206786,0.00332080397597524,3
65,61,2,0.00131726408673777,0.901122758417467,0.0975599774957957,3
83,36,1,0.825645070775229,0.174322878548194,3.20506765770934e-05,2
72,65,2,0.000459051759288558,0.65402799570189,0.345512952538821,1
69,49,2,0.0514264917985421,0.944899619211076,0.00367388899038171,3
64,48,2,0.0514763020137503,0.94646733500179,0.00205636298445957,3
71,68,3,0.000128349360194569,0.45170663883529,0.548165011804515,1
64,63,2,0.000662047808864549,0.843373082547821,0.155964869643314,3
75,48,2,0.0917411444532685,0.90457407707169,0.00368477847504177,3
77,42,2,0.382090329440841,0.617433038312175,0.000476632246983716,2
82,63,2,0.00143226516950078,0.658148444789252,0.340419290041247,1
81,43,2,0.368844938970356,0.630332640721936,0.000822420307708079,2
74,43,2,0.282260244534059,0.717112562461083,0.000627193004857815,3
88,49,2,0.136334662103135,0.853833996305778,0.00983134159108666,1
77,60,2,0.00328851314751499,0.859373412451664,0.137338074400821,1
68,37,1,0.604175074586797,0.395783394463157,4.15309500462088e-05,3
63,61,2,0.00118886172703652,0.910847731330532,0.0879634069424315,3
59,55,2,0.00556548538147401,0.9816830680539,0.0127514465646255,3
81,37,1,0.761186035334604,0.238761304428262,5.2660237134098e-05,2
79,49,2,0.0869615194104077,0.90679528457284,0.00624319601675227,1
68,26,1,0.971557475235698,0.0284424100710421,1.14693259465707e-07,3
48,23,1,0.96251873987267,0.0374812403089502,1.98183799817203e-08,3
62,42,2,0.209167220598502,0.790573779308293,0.000259000093205419,3
76,45,2,0.200051082061332,0.798532885482787,0.00141603245588039,3
77,61,2,0.00236881554520642,0.821149780951092,0.176481403503701,1
99,24,1,0.997134580806109,0.00286538163552013,3.75583705916962e-08,2
85,30,1,0.966553858627751,0.0334449760661649,1.1653060835823e-06,2
81,87,3,3.89462843568128e-09,0.00166870463753923,0.998331291467832,1
91,21,1,0.998066800469872,0.00193319293427437,6.59585346555420e-09,2
73,71,3,3.16395251504871e-05,0.232068295677218,0.767900064797631,1
73,54,2,0.0160109752437449,0.963283088599526,0.0207059361567286,3
79,38,1,0.682071201774206,0.317844703278921,8.40949468732937e-05,2
